Character,Radical,CharFreq,Radicals,ChatGPT_Token_IDs
邪,阝,46.2519,"['邑', '阜', '阝']","[165, 41365]"
秽,禾,2.3062,['禾'],"[163, 100, 121]"
奋,大,141.4963,['大'],"[25001, 233]"
脸,月,260.0444,['月'],"[164, 226, 116]"
扼,扌,3.442,"['扌', '手']","[33699, 120]"
玩,王,1636.1235,"['王', '玉']","[163, 236, 102]"
喂,口,99.7679,"['囗', '口']","[161, 244, 224]"
晦,日,3.679,['日'],"[162, 247, 99]"
雇,隹,35.116,['隹'],"[37239, 229]"
奢,大,35.916,['大'],"[25001, 95]"
嫦,女,1.521,['女'],"[161, 104, 99]"
遗,辶,110.0296,['辶'],"[34402, 245]"
炖,火,14.0741,"['火', '灬']","[163, 224, 244]"
狗,犭,255.837,"['犬', '犭']","[45379, 245]"
撮,扌,3.2049,"['扌', '手']","[162, 240, 106]"
责,贝,121.6691,"['貝', '贝']","[164, 112, 96]"
初,刀,467.763,"['刂', '刀']","[26344, 251]"
师,巾,497.3827,['巾'],"[30585, 230]"
躯,身,6.7654,['身'],"[164, 118, 107]"
津,氵,31.5012,"['氺', '水', '氵']","[162, 112, 98]"
福,礻,982.5136,"['礻', '示']","[163, 99, 237]"
巅,山,4.0691,['山'],"[32432, 227]"
村,木,115.5407,['木'],"[30266, 239]"
蹩,足,1.4765,['足'],"[164, 117, 102]"
迸,辶,1.1457,['辶'],"[32573, 116]"
攀,手,10.2864,"['扌', '手']","[162, 242, 222]"
烘,火,7.0667,"['火', '灬']","[163, 225, 246]"
细,纟,209.1309,"['糸', '纟']","[163, 119, 228]"
瘪,疒,2.5481,['疒'],"[163, 246, 103]"
觉,见,1670.558,"['见', '見']","[164, 100, 231]"
浇,氵,9.3778,"['氺', '水', '氵']","[38184, 229]"
赌,贝,57.4272,"['貝', '贝']","[164, 113, 234]"
胼,月,0.0395,['月'],"[47797, 120]"
眸,目,7.4716,['目'],"[40367, 116]"
银,钅,153.8914,"['钅', '金']","[165, 241, 114]"
去,厶,3666.1432,['厶'],"[43889, 119]"
骆,马,4.5827,"['馬', '马']","[165, 103, 228]"
卑,十,41.2691,['十'],"[39355, 239]"
伤,亻,557.7926,"['人', '亻']","[27670, 97]"
梳,木,11.0914,['木'],"[162, 95, 111]"
徘,彳,7.8272,['彳'],"[36181, 246]"
如,女,1682.7852,['女'],"[36685, 224]"
挥,扌,63.4025,"['扌', '手']","[162, 234, 98]"
蟋,虫,1.3432,['虫'],"[164, 253, 233]"
雪,雨,437.2296,['雨'],"[37239, 103]"
庸,广,14.963,['广'],"[41753, 116]"
墨,土,60.3556,['土'],"[161, 95, 101]"
灯,火,163.0173,"['火', '灬']","[163, 223, 107]"
捕,扌,62.3605,"['扌', '手']","[162, 235, 243]"
绮,纟,2.484,"['糸', '纟']","[163, 119, 106]"
饶,饣,12.3556,"['飠', '饣', '食']","[165, 98, 114]"
彰,彡,6.0198,['彡'],"[37605, 108]"
蔑,艹,4.5679,['艹'],"[164, 242, 239]"
籽,米,5.2889,['米'],"[163, 109, 121]"
嗒,口,10.079,"['囗', '口']","[161, 245, 240]"
噩,口,24.0444,"['囗', '口']","[161, 247, 102]"
佛,亻,122.7605,"['人', '亻']","[19526, 249]"
晖,日,2.9432,['日'],"[162, 247, 244]"
异,廾,118.5778,['廾'],"[28156, 224]"
拴,扌,2.9235,"['扌', '手']","[162, 233, 112]"
弱,弓,108.2568,['弓'],"[28156, 109]"
始,女,796.6667,['女'],"[34650, 233]"
藩,艹,1.4519,['艹'],"[164, 245, 102]"
索,糸,114.5333,"['糸', '纟']","[163, 112, 95]"
烧,火,170.3309,"['火', '灬']","[163, 225, 100]"
印,卩,110.4247,['卩'],"[39355, 108]"
阳,阝,318.7556,"['邑', '阜', '阝']","[165, 246, 111]"
肘,月,4.237,['月'],"[164, 224, 246]"
员,口,361.3432,"['囗', '口']","[37772, 246]"
阎,门,1.8815,"['門', '门']","[165, 246, 236]"
召,口,143.1457,"['囗', '口']","[20998, 105]"
雀,隹,37.2988,['隹'],"[37239, 222]"
育,月,105.758,['月'],"[164, 224, 110]"
栅,木,2.7309,['木'],"[43718, 227]"
景,日,183.2247,['日'],"[162, 247, 107]"
苏,艹,99.279,['艹'],"[164, 233, 237]"
宋,宀,26.5037,['宀'],"[22522, 233]"
卷,卩,83.8173,['卩'],"[39355, 115]"
潜,氵,63.6691,"['氺', '水', '氵']","[162, 121, 250]"
琢,王,6.316,"['王', '玉']","[49426, 95]"
汽,氵,73.2543,"['氺', '水', '氵']","[162, 109, 121]"
翱,羽,1.0667,['羽'],"[163, 123, 109]"
扶,扌,17.6247,"['扌', '手']","[33699, 114]"
代,亻,428.4642,"['人', '亻']",[47987]
铸,钅,2.7852,"['钅', '金']","[165, 241, 116]"
添,氵,41.5407,"['氺', '水', '氵']","[162, 115, 119]"
健,亻,257.5753,"['人', '亻']","[161, 223, 98]"
咂,口,0.9037,"['囗', '口']","[161, 240, 224]"
隋,阝,3.6889,"['邑', '阜', '阝']","[49694, 233]"
憨,心,6.6321,"['心', '忄']","[162, 228, 101]"
偶,亻,163.2198,"['人', '亻']","[161, 223, 114]"
县,厶,47.1457,['厶'],"[43889, 123]"
脊,月,8.2914,['月'],"[164, 226, 232]"
拇,扌,6.7704,"['扌', '手']","[162, 233, 229]"
磊,石,8.4049,['石'],"[163, 96, 232]"
王,王,440.9086,"['王', '玉']",[25581]
妨,女,13.8519,['女'],"[36685, 101]"
杏,木,13.6988,['木'],"[30266, 237]"
床,广,407.842,['广'],"[41753, 232]"
属,尸,193.9556,['尸'],"[161, 109, 252]"
备,夂,416.8691,['夂'],"[13783, 229]"
武,止,207.0963,['止'],[49476]
冶,冫,1.6296,['冫'],"[37863, 114]"
丝,一,202.4988,['一'],"[10310, 251]"
宏,宀,31.8568,['宀'],"[22522, 237]"
裔,衣,4.884,"['衣', '衤']","[32518, 242]"
融,虫,47.1556,['虫'],"[164, 252, 235]"
桨,木,1.2346,['木'],"[162, 94, 101]"
烈,灬,102.8296,"['火', '灬']","[163, 225, 230]"
那,阝,3633.7679,"['邑', '阜', '阝']","[165, 224, 96]"
酥,酉,10.4198,['酉'],"[165, 227, 98]"
须,页,225.6988,"['頁', '页']","[165, 94, 119]"
笋,⺮,6.5185,"['⺮', '竹']","[163, 105, 233]"
间,门,1277.8815,"['門', '门']","[29785, 112]"
烫,火,30.0198,"['火', '灬']","[163, 225, 104]"
步,止,325.8469,['止'],"[29826, 98]"
蕴,艹,3.679,['艹'],"[164, 243, 112]"
轰,车,22.1531,"['车', '車']","[164, 121, 108]"
鲸,鱼,6.8988,"['鱼', '魚']","[165, 110, 116]"
祈,礻,48.0198,"['礻', '示']","[163, 98, 230]"
百,白,375.1753,['白'],"[163, 247, 122]"
顾,页,147.3531,"['頁', '页']","[165, 94, 122]"
证,讠,309.0519,"['讠', '言']","[46237, 223]"
送,辶,524.8543,['辶'],"[34460, 223]"
堡,土,38.5778,['土'],"[161, 254, 94]"
殷,殳,4.4593,['殳'],"[162, 106, 115]"
瑕,王,6.2963,"['王', '玉']","[163, 239, 243]"
壳,士,34.4099,['士'],"[18004, 111]"
毋,毋,3.0914,"['毋', '母']","[162, 107, 233]"
素,糸,167.3531,"['糸', '纟']","[163, 112, 254]"
契,大,23.9259,['大'],"[25001, 239]"
害,宀,347.3877,['宀'],"[22522, 111]"
趁,走,42.2815,['走'],"[164, 114, 223]"
救,攵,212.163,"['攴', '攵']","[46763, 239]"
观,见,253.2296,"['见', '見']","[164, 100, 224]"
桃,木,106.9086,['木'],"[162, 94, 225]"
植,木,56.4938,['木'],"[162, 97, 235]"
醉,酉,142.4346,['酉'],"[165, 228, 231]"
抄,扌,23.4716,"['扌', '手']","[162, 232, 226]"
排,扌,524.2123,"['扌', '手']","[162, 236, 240]"
踌,足,1.2543,['足'],"[164, 116, 234]"
嗲,口,8.3506,"['囗', '口']","[161, 245, 110]"
械,木,12.237,['木'],"[162, 95, 108]"
扳,扌,6.6568,"['扌', '手']","[33699, 111]"
以,人,2846.5432,"['人', '亻']","[20015, 98]"
蓄,艹,12.5086,['艹'],"[164, 241, 226]"
途,辶,87.037,['辶'],"[34460, 242]"
销,钅,176.8494,"['钅', '金']","[165, 242, 222]"
九,乙,168.0938,"['乙', '乚', '乛']","[20046, 251]"
踪,足,67.2988,['足'],"[164, 116, 103]"
协,十,56.8346,['十'],"[39355, 237]"
体,亻,1049.1704,"['人', '亻']","[19526, 241]"
皆,白,25.6247,['白'],"[19021, 228]"
毽,毛,0.3457,['毛'],"[162, 107, 121]"
社,礻,177.6741,"['礻', '示']","[163, 97, 122]"
记,讠,1079.4963,"['讠', '言']","[164, 106, 108]"
玉,玉,117.9111,"['王', '玉']","[163, 236, 231]"
警,言,260.0395,"['讠', '言']","[164, 255, 99]"
胁,月,21.679,['月'],"[47797, 223]"
樵,木,0.9975,['木'],"[162, 101, 113]"
擅,扌,13.9259,"['扌', '手']","[162, 241, 227]"
鼠,鼠,67.437,['鼠'],"[165, 120, 254]"
五,二,635.0519,['二'],[49390]
只,口,2008.9679,"['囗', '口']","[20998, 103]"
邑,邑,1.1259,"['邑', '阜', '阝']","[165, 224, 239]"
窍,穴,10.1926,['穴'],"[163, 103, 235]"
烩,火,2.3111,"['火', '灬']","[163, 225, 102]"
孩,子,758.1975,['子'],"[27764, 102]"
构,木,43.1062,['木'],"[162, 252, 226]"
客,宀,685.6593,['宀'],"[22522, 95]"
踏,足,54.4889,['足'],"[164, 116, 237]"
期,月,682.2765,['月'],"[17312, 253]"
璐,王,3.5407,"['王', '玉']","[163, 240, 238]"
订,讠,84.0148,"['讠', '言']","[164, 106, 95]"
揶,扌,0.2123,"['扌', '手']","[162, 237, 114]"
靴,革,38.3852,['革'],"[165, 251, 112]"
庞,广,13.2494,['广'],"[41753, 252]"
抬,扌,31.9407,"['扌', '手']","[162, 232, 105]"
河,氵,125.0963,"['氺', '水', '氵']","[162, 110, 111]"
蝮,虫,0.1136,['虫'],"[164, 251, 106]"
扭,扌,32.5877,"['扌', '手']","[33699, 255]"
挠,扌,6.5185,"['扌', '手']","[162, 234, 254]"
屑,尸,10.3111,['尸'],"[161, 109, 239]"
炊,火,1.7432,"['火', '灬']","[163, 224, 232]"
熔,火,2.8938,"['火', '灬']","[163, 228, 242]"
佳,亻,143.8321,"['人', '亻']","[19526, 111]"
姚,女,13.0963,['女'],"[34650, 248]"
洗,氵,292.9926,"['氺', '水', '氵']","[162, 112, 245]"
假,亻,466.8049,"['人', '亻']","[161, 223, 229]"
痨,疒,0.8198,['疒'],"[163, 245, 101]"
瘦,疒,80.1679,['疒'],"[163, 246, 99]"
纬,纟,2.7012,"['糸', '纟']","[163, 118, 105]"
堕,土,11.9704,['土'],"[161, 254, 243]"
芽,艹,10.0247,['艹'],"[164, 232, 121]"
织,纟,120.2123,"['糸', '纟']","[163, 119, 229]"
径,彳,21.2346,['彳'],"[36181, 226]"
判,刂,66.1086,"['刂', '刀']","[26344, 97]"
泄,氵,29.4519,"['氺', '水', '氵']","[37345, 226]"
倍,亻,56.9481,"['人', '亻']","[161, 222, 235]"
凉,冫,87.8716,['冫'],"[49035, 231]"
猫,犭,185.0617,"['犬', '犭']","[163, 234, 104]"
霎,雨,1.5111,['雨'],"[165, 250, 236]"
净,冫,104.5284,['冫'],"[49035, 222]"
晴,日,70.8889,['日'],"[162, 247, 112]"
设,讠,183.4321,"['讠', '言']","[164, 106, 122]"
诉,讠,479.4716,"['讠', '言']","[46237, 231]"
码,石,221.2691,['石'],"[163, 254, 223]"
徽,彳,29.2691,['彳'],"[36181, 121]"
府,广,68.1778,['广'],"[41753, 250]"
豁,谷,19.9654,['谷'],"[164, 109, 223]"
嘲,口,17.5753,"['囗', '口']","[161, 246, 110]"
兼,八,22.1185,"['丷', '八']","[17739, 120]"
蜕,虫,5.4321,['虫'],"[164, 250, 243]"
盗,皿,55.6543,['皿'],"[33566, 245]"
容,宀,475.8667,['宀'],"[22522, 117]"
泼,氵,16.9877,"['氺', '水', '氵']","[37345, 120]"
咀,口,3.8864,"['囗', '口']","[161, 240, 222]"
酬,酉,14.7901,['酉'],"[165, 227, 105]"
趋,走,15.7284,['走'],"[164, 114, 233]"
璜,王,0.2963,"['王', '玉']","[163, 240, 250]"
毗,比,0.5284,['比'],"[162, 107, 245]"
怒,心,83.1309,"['心', '忄']","[45250, 240]"
搬,扌,53.1111,"['扌', '手']","[162, 238, 105]"
薄,艹,68.9531,['艹'],"[164, 244, 226]"
愿,心,467.037,"['心', '忄']","[35707, 123]"
呜,口,51.2543,"['囗', '口']","[37772, 250]"
抚,扌,18.9975,"['扌', '手']","[162, 232, 248]"
沥,氵,7.6642,"['氺', '水', '氵']","[162, 110, 98]"
颊,页,5.1951,"['頁', '页']","[165, 95, 232]"
您,心,358.5284,"['心', '忄']","[162, 224, 101]"
驻,马,14.2074,"['馬', '马']","[165, 102, 119]"
泪,氵,193.4469,"['氺', '水', '氵']","[37345, 103]"
漾,氵,5.1852,"['氺', '水', '氵']","[162, 120, 122]"
与,一,962.0346,['一'],"[10310, 236]"
追,辶,204.3753,['辶'],"[164, 4204]"
砂,石,19.2099,['石'],"[163, 254, 224]"
击,凵,318.6123,['凵'],"[49035, 119]"
春,日,956.8099,['日'],"[23626, 98]"
鸽,鸟,13.9012,"['鳥', '鸟']","[165, 116, 121]"
柏,木,22.3704,['木'],"[162, 253, 237]"
惟,忄,6.5037,"['心', '忄']","[46349, 253]"
豌,豆,3.4123,['豆'],"[164, 109, 234]"
撰,扌,2.3605,"['扌', '手']","[162, 240, 108]"
秘,禾,230.884,['禾'],"[163, 100, 246]"
尖,小,62.8593,['小'],"[22887, 244]"
搭,扌,117.921,"['扌', '手']","[162, 238, 255]"
率,玄,90.0988,['玄'],"[163, 236, 229]"
乔,丿,88.6074,"['丿', '乀', '乁']","[20046, 242]"
朋,月,870.4198,['月'],"[17312, 233]"
姣,女,1.358,['女'],"[34650, 96]"
罗,罒,227.8173,"['罒', '网']","[163, 121, 245]"
荷,艹,36.1185,['艹'],"[164, 235, 115]"
吹,口,95.7185,"['囗', '口']","[28938, 117]"
锹,钅,0.4642,"['钅', '金']","[165, 242, 117]"
迄,辶,2.242,['辶'],"[32573, 226]"
渺,氵,10.0,"['氺', '水', '氵']","[162, 116, 118]"
恙,心,2.5284,"['心', '忄']","[162, 223, 247]"
夫,大,290.7901,['大'],"[13783, 104]"
缴,纟,9.0914,"['糸', '纟']","[163, 120, 112]"
污,氵,28.5185,"['氺', '水', '氵']","[162, 109, 94]"
恐,忄,127.3037,"['心', '忄']","[162, 223, 238]"
奄,大,1.3037,['大'],"[25001, 226]"
摩,手,168.5728,"['扌', '手']","[162, 239, 102]"
馈,饣,16.2914,"['飠', '饣', '食']","[165, 99, 230]"
铺,钅,41.5358,"['钅', '金']","[165, 241, 118]"
猪,犭,172.1235,"['犬', '犭']","[163, 234, 103]"
做,亻,1704.1481,"['人', '亻']","[161, 223, 248]"
毫,毛,67.3975,['毛'],"[162, 107, 104]"
懂,忄,297.1654,"['心', '忄']","[162, 229, 224]"
活,氵,1309.6741,"['氺', '水', '氵']","[162, 112, 119]"
涌,氵,23.2741,"['氺', '水', '氵']","[162, 114, 234]"
烙,火,4.884,"['火', '灬']","[163, 225, 247]"
造,辶,283.0667,['辶'],"[34460, 254]"
拉,扌,451.9951,"['扌', '手']","[162, 233, 231]"
砾,石,0.6963,['石'],"[163, 254, 122]"
杵,木,1.1951,['木'],"[30266, 113]"
钙,钅,10.8642,"['钅', '金']","[165, 240, 247]"
氏,氏,20.4593,['氏'],"[36365, 237]"
弯,弓,33.8272,['弓'],"[28156, 107]"
梯,木,40.6222,['木'],"[162, 95, 107]"
棋,木,19.2889,['木'],"[162, 96, 233]"
龚,龙,1.9062,"['龍', '龙']","[11737, 248]"
悠,心,37.1556,"['心', '忄']","[162, 224, 254]"
龋,齿,0.5679,"['齿', '齒']","[11737, 233]"
嗽,口,18.4593,"['囗', '口']","[161, 245, 121]"
能,月,3392.8198,['月'],"[47797, 121]"
圆,囗,110.4296,"['囗', '口']","[28839, 228]"
呓,口,0.5975,"['囗', '口']","[37772, 241]"
委,女,86.3111,['女'],"[34650, 242]"
夺,大,52.4198,['大'],"[13783, 118]"
氛,气,43.6494,['气'],"[36365, 249]"
尿,尸,48.0247,['尸'],"[22887, 123]"
铃,钅,26.4198,"['钅', '金']","[165, 241, 225]"
褐,衤,3.3432,"['衣', '衤']","[164, 97, 238]"
度,广,1239.8568,['广'],"[41753, 99]"
衷,衣,17.5605,"['衣', '衤']","[26193, 115]"
呼,口,194.2815,"['囗', '口']","[37772, 120]"
蓬,艹,8.1136,['艹'],"[164, 241, 105]"
肾,月,16.9383,['月'],"[164, 224, 122]"
镯,钅,4.563,"['钅', '金']","[165, 243, 107]"
恩,心,153.442,"['心', '忄']","[162, 223, 102]"
驮,马,0.9185,"['馬', '马']","[165, 102, 106]"
里,里,2571.442,['里'],"[34932, 234]"
穴,穴,11.7728,['穴'],"[163, 102, 112]"
岛,山,97.284,['山'],"[161, 110, 249]"
难,隹,791.442,['隹'],"[49694, 122]"
募,力,10.1975,['力'],"[47947, 253]"
态,心,483.3037,"['心', '忄']","[45250, 223]"
巫,工,15.8568,['工'],"[32432, 104]"
墙,土,61.758,['土'],"[161, 95, 247]"
泉,水,55.6988,"['氺', '水', '氵']","[37345, 231]"
葬,艹,17.4864,['艹'],"[164, 239, 105]"
谦,讠,28.3407,"['讠', '言']","[164, 108, 99]"
馒,饣,9.5407,"['飠', '饣', '食']","[165, 99, 240]"
逗,辶,38.7901,['辶'],"[34460, 245]"
挖,扌,35.521,"['扌', '手']","[162, 234, 244]"
酱,酉,54.4543,['酉'],"[165, 227, 109]"
谈,讠,295.0963,"['讠', '言']","[164, 108, 230]"
此,止,595.8321,['止'],"[29826, 97]"
隶,隶,8.163,['隶'],"[49694, 114]"
响,口,211.3037,"['囗', '口']","[161, 241, 235]"
泣,氵,20.6123,"['氺', '水', '氵']","[37345, 96]"
谏,讠,0.2765,"['讠', '言']","[164, 108, 237]"
盯,目,22.4444,['目'],"[33566, 107]"
丽,一,248.0691,['一'],"[10310, 121]"
项,页,332.6469,"['頁', '页']","[165, 94, 117]"
冻,冫,122.8,['冫'],"[37863, 119]"
守,宀,126.8247,['宀'],"[22522, 230]"
劣,力,22.5284,['力'],"[27950, 96]"
骗,马,119.1111,"['馬', '马']","[165, 103, 245]"
抨,扌,1.037,"['扌', '手']","[162, 232, 101]"
壮,士,38.2173,['士'],"[18004, 106]"
谐,讠,24.2914,"['讠', '言']","[164, 108, 238]"
诀,讠,11.0173,"['讠', '言']","[46237, 222]"
抓,扌,154.6914,"['扌', '手']","[162, 232, 241]"
怎,心,1365.3975,"['心', '忄']","[45250, 236]"
午,十,368.884,['十'],"[39355, 230]"
硝,石,2.8395,['石'],"[163, 94, 251]"
旋,方,62.7704,['方'],"[33768, 233]"
披,扌,19.7086,"['扌', '手']","[162, 232, 104]"
知,矢,2128.1432,['矢'],"[163, 253, 98]"
槌,木,1.4222,['木'],"[162, 100, 234]"
帐,巾,28.5333,['巾'],"[30585, 238]"
侠,亻,69.2444,"['人', '亻']","[160, 122, 254]"
腔,月,18.3309,['月'],"[164, 227, 242]"
系,糸,679.2346,"['糸', '纟']","[163, 111, 119]"
抱,扌,302.642,"['扌', '手']","[162, 46788]"
抛,扌,40.1679,"['扌', '手']","[162, 232, 249]"
孔,子,48.2914,['子'],"[161, 18433]"
怪,忄,228.7951,"['心', '忄']","[45250, 103]"
迦,辶,3.921,['辶'],"[32573, 99]"
若,艹,122.7309,['艹'],"[164, 233, 98]"
振,扌,23.5259,"['扌', '手']","[162, 234, 107]"
棕,木,9.9901,['木'],"[162, 96, 243]"
刷,刂,149.0963,"['刂', '刀']","[26344, 115]"
槟,木,7.9605,['木'],"[162, 100, 253]"
倡,亻,5.7679,"['人', '亻']","[161, 222, 94]"
常,巾,665.842,['巾'],"[30585, 116]"
罄,缶,0.8247,['缶'],"[163, 121, 226]"
嚣,口,24.5284,"['囗', '口']","[161, 248, 96]"
尸,尸,78.2716,['尸'],"[22887, 116]"
触,角,68.6815,['角'],"[164, 100, 99]"
诸,讠,43.2,"['讠', '言']","[46237, 116]"
灭,火,84.0444,"['火', '灬']","[163, 223, 255]"
的,白,32392.158,['白'],[21410]
趣,走,166.1284,['走'],"[164, 114, 96]"
臂,月,22.1975,['月'],"[164, 229, 224]"
堪,土,43.363,['土'],"[161, 254, 103]"
席,巾,50.1333,['巾'],"[30585, 255]"
浪,氵,583.6741,"['氺', '水', '氵']","[38184, 103]"
缄,纟,0.8198,"['糸', '纟']","[163, 120, 226]"
罐,缶,22.163,['缶'],"[163, 121, 238]"
恳,心,6.6173,"['心', '忄']","[162, 223, 111]"
娴,女,5.0716,['女'],"[161, 101, 112]"
戴,戈,107.6988,['戈'],"[22755, 112]"
护,扌,253.4074,"['扌', '手']","[162, 232, 97]"
餐,食,301.4025,"['飠', '饣', '食']","[165, 97, 238]"
凶,凵,57.6988,['凵'],"[49035, 114]"
危,厄,86.0741,['厄'],"[39355, 109]"
线,纟,320.3901,"['糸', '纟']","[163, 118, 123]"
拐,扌,19.1111,"['扌', '手']","[162, 233, 238]"
静,青,261.921,['青'],"[165, 251, 247]"
夭,大,2.242,['大'],"[13783, 255]"
蛊,虫,3.3679,['虫'],"[164, 249, 232]"
呦,口,22.8148,"['囗', '口']","[37772, 99]"
淫,氵,16.8593,"['氺', '水', '氵']","[162, 115, 104]"
纷,纟,51.4963,"['糸', '纟']","[163, 118, 115]"
场,土,813.1457,['土'],"[28839, 118]"
脖,月,62.5926,['月'],"[164, 226, 244]"
债,亻,24.4,"['人', '亻']","[161, 222, 118]"
享,亠,1306.0247,['亠'],"[12859, 104]"
怡,忄,12.2617,"['心', '忄']","[45250, 94]"
嘱,口,7.9506,"['囗', '口']","[161, 246, 109]"
拘,扌,10.242,"['扌', '手']","[162, 233, 246]"
拒,扌,63.3037,"['扌', '手']","[162, 233, 240]"
尊,寸,89.1605,['寸'],"[22887, 232]"
窃,穴,20.4444,['穴'],"[163, 103, 225]"
柬,木,2.7309,['木'],"[162, 253, 105]"
戳,戈,16.9975,['戈'],"[22755, 111]"
肠,月,65.916,['月'],"[164, 224, 254]"
斡,斗,0.1975,['斗'],"[23877, 94]"
峙,山,1.3037,['山'],"[161, 111, 247]"
弹,弓,138.6173,['弓'],"[28156, 117]"
咪,口,58.8741,"['囗', '口']","[161, 240, 103]"
搂,扌,5.9654,"['扌', '手']","[162, 238, 224]"
撩,扌,3.7827,"['扌', '手']","[162, 240, 102]"
台,口,412.316,"['囗', '口']","[20998, 108]"
臭,自,59.7728,['自'],"[164, 229, 255]"
权,木,119.1012,['木'],"[30266, 225]"
挺,扌,200.9531,"['扌', '手']","[162, 234, 118]"
论,讠,384.9284,"['讠', '言']","[164, 106, 118]"
驯,马,5.116,"['馬', '马']","[165, 102, 107]"
付,亻,156.9877,"['人', '亻']","[20015, 246]"
挑,扌,268.5531,"['扌', '手']","[162, 234, 239]"
咋,口,75.8963,"['囗', '口']","[161, 240, 233]"
返,辶,56.4099,['辶'],"[32573, 242]"
攻,攵,91.5457,"['攴', '攵']","[162, 242, 119]"
艰,艮,43.0617,['艮'],"[164, 231, 108]"
匠,匚,7.042,['匚'],"[44293, 254]"
往,彳,279.6938,['彳'],"[36181, 222]"
莲,艹,28.9728,['艹'],"[164, 236, 110]"
恒,忄,77.7037,"['心', '忄']","[162, 223, 240]"
雁,隹,4.8642,['隹'],"[37239, 223]"
驴,马,14.7358,"['馬', '马']","[165, 102, 112]"
妹,女,359.2296,['女'],"[36685, 117]"
泾,氵,0.879,"['氺', '水', '氵']","[37345, 122]"
罂,缶,1.8025,['缶'],"[163, 121, 224]"
咨,口,10.7951,"['囗', '口']","[161, 240, 101]"
盒,皿,58.0691,['皿'],"[33566, 240]"
乌,丿,52.642,"['丿', '乀', '乁']","[20046, 234]"
厨,厂,55.0272,['厂'],"[43889, 101]"
凡,几,81.9259,['几'],"[49035, 94]"
咱,口,108.6123,"['囗', '口']","[161, 240, 109]"
爆,火,254.5333,"['火', '灬']","[163, 230, 228]"
玄,玄,11.6346,['玄'],"[163, 236, 226]"
樘,木,0.0148,['木'],"[162, 101, 246]"
铡,钅,0.1679,"['钅', '金']","[165, 241, 94]"
棉,木,46.0049,['木'],"[162, 96, 231]"
沏,氵,0.8099,"['氺', '水', '氵']","[162, 110, 237]"
沿,氵,18.7111,"['氺', '水', '氵']","[162, 110, 123]"
碍,石,38.3012,['石'],"[163, 95, 235]"
腰,月,75.2988,['月'],"[164, 227, 108]"
莫,艹,135.4074,['艹'],"[164, 236, 104]"
偷,亻,179.0765,"['人', '亻']","[161, 223, 115]"
牛,牛,365.7284,"['牜', '牛']","[31965, 249]"
宠,宀,39.9309,['宀'],"[22522, 254]"
邀,辶,53.5852,['辶'],"[165, 224, 222]"
殉,歹,1.6543,['歹'],"[162, 106, 231]"
即,卩,313.3086,['卩'],"[39355, 111]"
剔,刂,8.7753,"['刂', '刀']","[30298, 242]"
写,冖,485.8963,['冖'],"[37863, 247]"
毕,比,90.0049,['比'],"[162, 107, 243]"
鞋,革,185.6741,['革'],"[165, 252, 233]"
袭,衣,55.7284,"['衣', '衤']","[164, 95, 255]"
赤,赤,56.0889,['赤'],"[164, 113, 97]"
橄,木,11.6049,['木'],"[43897, 226]"
胃,月,112.4543,['月'],"[47797, 225]"
治,氵,146.0296,"['氺', '水', '氵']","[162, 110, 119]"
驹,马,3.2395,"['馬', '马']","[165, 102, 117]"
绣,纟,9.8272,"['糸', '纟']","[163, 119, 96]"
予,亅,57.363,['亅'],"[12859, 230]"
比,比,1495.7284,['比'],"[162, 107, 242]"
鸡,鸟,220.3605,"['鳥', '鸟']","[165, 116, 94]"
层,尸,86.7062,['尸'],"[161, 109, 224]"
霓,雨,3.4617,['雨'],"[165, 250, 241]"
笑,⺮,755.9753,"['⺮', '竹']","[163, 105, 239]"
绚,纟,8.2469,"['糸', '纟']","[163, 119, 248]"
喉,口,51.5111,"['囗', '口']","[161, 244, 231]"
互,二,149.6889,['二'],"[12859, 240]"
贡,贝,14.3111,"['貝', '贝']","[164, 112, 94]"
妾,女,1.9951,['女'],"[36685, 122]"
